Unnamed: 0|Date_x|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|prctChangeOPEN|TargetProbability|Date_y|No_Articles_x|Date|No_Articles_y
0|2012-01-03|45.31|45.98|45.03|45.13|333028|USD|0|0.996|0.5606210514511184|2010-05-06|1|2010-05-06|1
1|2012-01-04|45.15|45.49|44.42|45.18|302381|USD|1|1.001|0.5446007443101432|2010-05-17|1|2010-05-17|1
2|2012-01-05|45.2|45.43|44.7|45.31|237757|USD|2|0.998|0.5488672056607262|2010-07-22|1|2010-07-22|1
3|2012-01-06|45.12|45.6|44.21|44.28|266512|USD|3|0.989|0.5371334935471813|2010-08-20|1|2010-08-20|1
4|2012-01-09|44.61|44.61|42.02|42.08|881583|USD|4|0.961|0.547711415800443|2010-11-19|1|2010-11-19|1
5|2012-01-10|42.86|43.87|42.42|43.26|534361|USD|5|1.009|0.5788679625925647|2011-02-28|1|2011-02-28|1
6|2012-01-11|43.26|44.72|43.26|44.54|558887|USD|6|1.036|0.5829794364928094|2011-03-29|1|2011-03-29|1
7|2012-01-12|44.8|44.8|44.24|44.62|348688|USD|7|0.988|0.5772265683205906|2011-04-15|1|2011-04-15|1
8|2012-01-13|44.25|44.99|44.25|44.86|422740|USD|8|1.027|0.6030552987722677|2011-07-27|1|2011-07-27|1
9|2012-01-17|45.46|45.78|44.52|44.72|558098|USD|9|0.983|0.6016378500457484|2011-08-31|1|2011-08-31|1
10|2012-01-18|44.69|45.56|44.69|45.07|347671|USD|10|1.005|0.6064794910842942|2011-11-15|1|2011-11-15|1
11|2012-01-19|44.93|45.9|44.91|45.7|408881|USD|11|1.024|0.6125079255789321|2011-12-09|2|2011-12-09|2
12|2012-01-20|46.0|48.29|44.88|48.21|1103354|USD|12|1.048|0.6004156394443468|2011-12-13|1|2011-12-13|1
13|2012-01-23|48.19|49.36|47.59|48.47|641602|USD|13|1.009|0.5453568751810562|2012-01-06|1|2012-01-06|1
14|2012-01-24|48.6|48.6|47.01|48.57|301645|USD|14|1.005|0.5221276535483743|2012-01-27|1|2012-01-27|1
15|2012-01-25|48.82|49.06|48.21|48.98|431864|USD|15|1.013|0.5370366102378635|2012-03-12|1|2012-03-12|1
16|2012-01-26|49.47|49.72|48.05|48.24|441908|USD|16|0.978|0.5326394342501746|2012-03-13|1|2012-03-13|1
17|2012-01-27|48.39|49.75|48.03|49.3|531199|USD|17|1.008|0.5679061797101103|2012-04-06|1|2012-04-06|1
18|2012-01-30|48.77|49.03|47.09|47.75|510675|USD|18|0.99|0.5672923829959631|2012-05-16|1|2012-05-16|1
19|2012-01-31|48.3|48.3|47.02|47.81|344221|USD|19|0.994|0.5860525488988347|2012-05-18|1|2012-05-18|1
20|2012-02-01|48.01|49.53|47.31|49.29|620397|USD|20|1.024|0.5839392931619034|2012-06-01|1|2012-06-01|1
21|2012-02-02|49.16|50.38|48.97|49.92|642608|USD|21|1.024|0.5671999183885679|2012-08-15|2|2012-08-15|2
22|2012-02-03|50.36|50.69|50.22|50.26|459535|USD|22|0.974|0.5615563237493475|2012-10-15|1|2012-10-15|1
23|2012-02-06|49.04|49.73|48.4|48.74|508821|USD|23|0.99|0.5936421695779346|2012-11-14|1|2012-11-14|1
24|2012-02-07|48.55|49.85|48.52|48.86|458995|USD|24|1.01|0.6137650866435163|2012-12-03|1|2012-12-03|1
25|2012-02-08|49.04|49.68|48.0|48.34|309296|USD|25|0.992|0.6166709904069904|2013-01-09|1|2013-01-09|1
26|2012-02-09|48.66|48.91|47.78|47.89|413434|USD|26|0.97|0.6315213351722019|2013-02-05|1|2013-02-05|1
27|2012-02-10|47.18|49.19|47.05|48.4|1079709|USD|27|1.038|0.6714490034798418|2013-02-21|1|2013-02-21|1
28|2012-02-13|48.95|48.95|47.37|48.13|748205|USD|28|0.997|0.6311238573877697|2013-03-01|1|2013-03-01|1
29|2012-02-14|48.8|49.0|48.06|48.65|685098|USD|29|1.014|0.6428293878363129|2013-03-08|1|2013-03-08|1
30|2012-02-15|49.47|51.04|49.21|50.69|1152683|USD|30|0.973|0.6144490661544393|2013-04-19|1|2013-04-19|1
31|2012-02-16|48.12|49.48|46.6|48.68|1519713|USD|31|1.008|0.6494905226729543|2013-05-07|1|2013-05-07|1
32|2012-02-17|48.52|48.67|47.44|47.81|1275169|USD|32|0.98|0.630886222753876|2013-05-15|1|2013-05-15|1
33|2012-02-21|47.56|48.4|47.5|48.26|658778|USD|33|1.006|0.6656090839718348|2013-05-17|1|2013-05-17|1
34|2012-02-22|47.84|48.67|47.84|48.28|281277|USD|34|1.004|0.6434274687670983|2013-05-28|1|2013-05-28|1
35|2012-02-23|48.03|49.08|48.0|48.78|350860|USD|35|1.016|0.6069120907946853|2013-05-29|1|2013-05-29|1
36|2012-02-24|48.81|50.0|48.78|49.99|447092|USD|36|1.024|0.6063738859166068|2013-08-14|3|2013-08-14|3
37|2012-02-27|49.99|51.67|49.88|51.17|933375|USD|37|1.03|0.5964937960325003|2013-08-23|1|2013-08-23|1
38|2012-02-28|51.5|53.96|51.5|53.31|1026153|USD|38|1.024|0.5625977784566562|2013-09-11|1|2013-09-11|1
39|2012-02-29|52.74|52.99|51.35|52.42|431890|USD|39|0.989|0.5575016034640751|2013-10-14|1|2013-10-14|1
40|2012-03-01|52.18|53.03|51.55|52.51|526809|USD|40|1.015|0.5582133277687565|2013-11-13|2|2013-11-13|2
41|2012-03-02|52.96|53.24|51.17|52.52|963161|USD|41|1.003|0.5520142228243567|2013-11-14|3|2013-11-14|3
42|2012-03-05|53.11|53.13|51.5|51.57|286702|USD|42|0.964|0.5480241732750966|2014-02-04|1|2014-02-04|1
43|2012-03-06|51.21|51.21|49.29|49.44|520320|USD|43|0.976|0.5896737899604916|2014-02-12|3|2014-02-12|3
44|2012-03-07|50.0|51.1|49.77|50.85|726837|USD|44|1.029|0.6215713876392039|2014-02-20|2|2014-02-20|2
45|2012-03-08|51.44|52.64|51.08|52.2|556554|USD|45|1.006|0.5953428571834316|2014-02-21|2|2014-02-21|2
46|2012-03-09|51.75|54.6|51.75|54.29|781771|USD|46|1.034|0.5855966365093651|2014-02-24|1|2014-02-24|1
47|2012-03-12|53.52|54.78|53.15|53.85|572802|USD|47|1.007|0.5744008885524834|2014-02-25|1|2014-02-25|1
48|2012-03-13|53.89|55.08|53.83|55.0|619779|USD|48|1.02|0.5668798112366759|2014-02-26|1|2014-02-26|1
49|2012-03-14|54.99|54.99|53.72|54.6|524837|USD|49|0.991|0.5681087577855359|2014-03-12|1|2014-03-12|1
50|2012-03-15|54.48|55.12|53.41|54.01|386245|USD|50|0.996|0.5729726301549325|2014-03-31|1|2014-03-31|1
51|2012-03-16|54.24|55.12|53.8|54.93|499862|USD|51|1.014|0.5783977823218236|2014-04-14|1|2014-04-14|1
52|2012-03-19|55.0|56.82|54.73|56.74|947872|USD|52|1.02|0.5742927956621597|2014-04-22|1|2014-04-22|1
53|2012-03-20|56.11|56.52|55.1|56.3|904421|USD|53|1.021|0.5504152289430505|2014-04-23|1|2014-04-23|1
54|2012-03-21|57.29|58.57|57.21|58.11|1077854|USD|54|1.015|0.5390021839301733|2014-04-28|1|2014-04-28|1
55|2012-03-22|58.16|59.26|57.27|58.37|909732|USD|55|1.014|0.5252266267816437|2014-05-14|2|2014-05-14|2
56|2012-03-23|58.98|60.0|58.35|59.71|674462|USD|56|1.019|0.5135434327509066|2014-05-15|2|2014-05-15|2
57|2012-03-26|60.12|60.15|59.11|59.92|843628|USD|57|0.977|0.4999999999999942|2014-05-22|1|2014-05-22|1
58|2012-03-27|58.72|60.47|58.51|59.42|969385|USD|58|1.014|0.4790415403258894|2014-05-23|1|2014-05-23|1
59|2012-03-28|59.57|59.86|58.66|59.39|651510|USD|59|0.978|0.473779693494315|2014-06-13|1|2014-06-13|1
60|2012-03-29|58.28|58.74|57.03|58.34|1260516|USD|60|1.016|0.4765121773612954|2014-07-17|1|2014-07-17|1
61|2012-03-30|59.19|59.96|57.69|58.1|600298|USD|61|0.985|0.483433714132901|2014-07-28|1|2014-07-28|1
62|2012-04-02|58.28|60.02|57.67|59.91|721454|USD|62|1.03|0.4862474334840747|2014-08-04|1|2014-08-04|1
63|2012-04-03|60.0|60.34|58.8|59.05|725807|USD|63|0.98|0.476089881521051|2014-08-05|2|2014-08-05|2
64|2012-04-04|58.81|58.81|56.56|56.88|767944|USD|64|0.962|0.536650619066451|2014-08-13|2|2014-08-13|2
65|2012-04-05|56.56|57.95|56.54|57.86|344043|USD|65|1.015|0.554584046099582|2014-08-14|2|2014-08-14|2
66|2012-04-09|57.43|58.39|57.15|57.75|236049|USD|66|1.006|0.5222200204395506|2014-08-15|1|2014-08-15|1
67|2012-04-10|57.79|58.69|55.34|55.58|588495|USD|67|0.977|0.5160513751208312|2014-08-18|1|2014-08-18|1
68|2012-04-11|56.47|57.85|56.43|57.55|490976|USD|68|1.015|0.5358675840121311|2014-10-13|1|2014-10-13|1
69|2012-04-12|57.3|58.39|56.8|56.92|720875|USD|69|0.99|0.5352731559981424|2014-11-04|1|2014-11-04|1
70|2012-04-13|56.73|57.43|56.3|56.98|470410|USD|70|1.005|0.5148647507724775|2014-11-06|1|2014-11-06|1
71|2012-04-16|57.0|57.38|55.86|55.95|399821|USD|71|0.997|0.5172138083966049|2014-11-10|1|2014-11-10|1
72|2012-04-17|56.83|58.15|56.02|57.84|580283|USD|72|1.021|0.5337505554319445|2014-11-12|2|2014-11-12|2
73|2012-04-18|58.0|59.9|57.23|59.69|783135|USD|73|1.018|0.5353533676267448|2014-11-13|3|2014-11-13|3
74|2012-04-19|59.02|60.5|58.35|58.71|786753|USD|74|0.989|0.5245596995972296|2014-11-25|1|2014-11-25|1
75|2012-04-20|58.36|59.53|58.36|58.54|384402|USD|75|0.993|0.5185127501687999|2014-12-05|1|2014-12-05|1
76|2012-04-23|57.95|59.43|57.78|58.66|733035|USD|76|1.014|0.5138039248952474|2014-12-26|1|2014-12-26|1
77|2012-04-24|58.78|58.78|57.96|58.14|540976|USD|77|0.997|0.5103939382340127|2015-01-09|1|2015-01-09|1
78|2012-04-25|58.61|59.82|58.21|59.63|640458|USD|78|1.022|0.5510435700924188|2015-01-16|1|2015-01-16|1
79|2012-04-26|59.89|61.45|59.68|60.42|641485|USD|79|0.997|0.5328031899545528|2015-01-27|1|2015-01-27|1
80|2012-04-27|59.72|60.39|59.72|60.0|615953|USD|80|1.003|0.5313313711920751|2015-02-09|4|2015-02-09|4
81|2012-04-30|59.92|60.42|59.09|60.32|616964|USD|81|1.008|0.5249969237931419|2015-02-10|1|2015-02-10|1
82|2012-05-01|60.42|60.42|59.8|59.96|673374|USD|82|0.988|0.5066029935109836|2015-02-13|1|2015-02-13|1
83|2012-05-02|59.7|60.35|59.01|60.16|460744|USD|83|1.005|0.504705184390569|2015-02-17|1|2015-02-17|1
84|2012-05-03|60.01|60.2|59.7|59.91|626471|USD|84|0.997|0.499999999999998|2015-02-19|1|2015-02-19|1
85|2012-05-04|59.8|60.0|59.6|59.78|991625|USD|85|0.999|0.5098181407722124|2015-02-20|1|2015-02-20|1
86|2012-05-07|59.73|60.99|59.02|60.08|632538|USD|86|1.002|0.5208285765226119|2015-02-23|1|2015-02-23|1
87|2012-05-08|59.84|60.78|56.78|57.59|1029103|USD|87|0.948|0.5361159807565343|2015-02-24|1|2015-02-24|1
88|2012-05-09|56.75|57.69|55.86|56.91|662304|USD|88|1.007|0.5572673821390269|2015-03-06|1|2015-03-06|1
89|2012-05-10|57.13|57.49|55.8|56.02|840773|USD|89|0.982|0.5429055785394774|2015-03-11|1|2015-03-11|1
90|2012-05-11|56.09|57.86|55.78|57.26|457664|USD|90|1.025|0.5291018602839646|2015-03-13|1|2015-03-13|1
91|2012-05-14|57.5|57.82|56.17|56.26|334929|USD|91|0.989|0.5017948798357412|2015-03-16|1|2015-03-16|1
92|2012-05-15|56.86|57.33|56.35|56.78|586664|USD|92|1.017|0.5320566282585109|2015-03-17|2|2015-03-17|2
93|2012-05-16|57.85|58.46|57.11|57.69|637432|USD|93|1.072|0.5090986961977112|2015-03-18|1|2015-03-18|1
94|2012-05-17|62.0|63.07|58.88|60.47|2453058|USD|94|0.987|0.48558551346962897|2015-03-26|1|2015-03-26|1
95|2012-05-18|61.19|61.65|58.78|58.84|1041276|USD|95|0.966|0.4900618844465008|2015-04-10|1|2015-04-10|1
96|2012-05-21|59.11|59.32|56.88|58.57|1292606|USD|96|0.996|0.5013838100264215|2015-05-08|1|2015-05-08|1
97|2012-05-22|58.9|60.06|58.64|59.45|1224986|USD|97|1.008|0.5078293938450174|2015-05-13|2|2015-05-13|2
98|2012-05-23|59.35|60.12|59.05|59.7|1018628|USD|98|1.014|0.5146073070699573|2015-05-14|2|2015-05-14|2
99|2012-05-24|60.19|61.0|57.58|57.92|548942|USD|99|0.959|0.5018251110919215|2015-05-15|2|2015-05-15|2
100|2012-05-25|57.73|58.13|57.12|57.26|185873|USD|100|1.009|0.5155403941552654|2015-05-21|1|2015-05-21|1
101|2012-05-29|58.23|60.94|57.48|60.69|863659|USD|101|1.026|0.5046957924822227|2015-05-22|1|2015-05-22|1
102|2012-05-30|59.76|61.8|59.76|61.42|662108|USD|102|1.024|0.4825297950872768|2015-05-26|1|2015-05-26|1
103|2012-05-31|61.2|62.73|60.62|62.36|1130142|USD|103|0.999|0.4820392612684631|2015-05-29|1|2015-05-29|1
104|2012-06-01|61.13|62.8|59.52|60.04|1166633|USD|104|0.979|0.4773607683846591|2015-06-23|1|2015-06-23|1
105|2012-06-04|59.87|60.88|58.72|59.21|520799|USD|105|0.985|0.4810318004414632|2015-06-26|1|2015-06-26|1
106|2012-06-05|58.96|59.37|57.39|59.21|369116|USD|106|1.008|0.461134583685352|2015-07-10|1|2015-07-10|1
107|2012-06-06|59.43|63.72|59.43|63.08|960225|USD|107|1.085|0.4773671698319287|2015-07-14|1|2015-07-14|1
108|2012-06-07|64.47|65.54|63.21|63.61|597318|USD|108|0.984|0.4304593942777065|2015-07-15|1|2015-07-15|1
109|2012-06-08|63.44|63.44|62.02|62.62|502241|USD|109|0.994|0.4291110853152594|2015-07-21|1|2015-07-21|1
110|2012-06-11|63.03|64.0|61.67|61.8|403946|USD|110|0.99|0.4336159927033513|2015-08-06|1|2015-08-06|1
111|2012-06-12|62.41|62.41|60.21|60.75|609292|USD|111|0.97|0.42949193773070704|2015-08-07|1|2015-08-07|1
112|2012-06-13|60.55|61.22|59.08|59.26|838489|USD|112|0.984|0.4458997881393549|2015-08-12|1|2015-08-12|1
113|2012-06-14|59.59|60.29|58.85|59.51|688606|USD|113|0.995|0.4552436589384708|2015-08-13|2|2015-08-13|2
114|2012-06-15|59.27|60.33|59.27|60.25|704202|USD|114|1.018|0.4592804583747462|2015-08-17|1|2015-08-17|1
115|2012-06-18|60.36|61.64|60.09|61.07|522024|USD|115|1.023|0.4409602323573026|2015-08-18|1|2015-08-18|1
116|2012-06-19|61.72|64.0|61.31|63.81|587257|USD|116|1.037|0.4256326425461053|2015-08-19|1|2015-08-19|1
117|2012-06-20|64.02|64.08|61.59|62.91|598033|USD|117|0.988|0.40781644595381983|2015-08-27|1|2015-08-27|1
118|2012-06-21|63.22|63.68|61.06|61.25|540778|USD|118|0.978|0.4018757456597432|2015-08-31|1|2015-08-31|1
119|2012-06-22|61.81|61.81|59.34|59.71|494023|USD|119|0.955|0.4389898871903935|2015-09-15|1|2015-09-15|1
120|2012-06-25|59.0|60.25|55.16|56.5|1054696|USD|120|0.965|0.4702364122685667|2015-10-20|1|2015-10-20|1
121|2012-06-26|56.93|60.17|56.61|59.7|1339853|USD|121|1.061|0.4930162032183977|2015-10-28|1|2015-10-28|1
122|2012-06-27|60.4|61.41|58.35|59.14|563245|USD|122|0.963|0.4488144883878704|2015-10-29|1|2015-10-29|1
123|2012-06-28|58.17|58.78|56.68|58.08|518212|USD|123|1.018|0.4629687647749976|2015-11-06|1|2015-11-06|1
124|2012-06-29|59.21|59.73|57.93|58.85|561115|USD|124|0.997|0.4622884655154989|2015-11-09|1|2015-11-09|1
125|2012-07-02|59.04|59.69|58.41|59.01|642008|USD|125|0.991|0.4673601881536909|2015-11-11|2|2015-11-11|2
126|2012-07-03|58.5|58.91|57.42|58.67|479889|USD|126|1.01|0.4819016438539056|2015-11-12|1|2015-11-12|1
127|2012-07-05|59.06|61.9|58.61|61.38|881681|USD|127|1.023|0.4445616345558071|2015-11-13|2|2015-11-13|2
128|2012-07-06|60.43|60.87|59.89|60.06|472824|USD|128|0.986|0.40276882926792174|2015-11-17|1|2015-11-17|1
129|2012-07-09|59.56|60.31|58.4|58.69|415411|USD|129|0.988|0.3996701496430599|2015-11-19|1|2015-11-19|1
130|2012-07-10|58.86|59.02|56.76|57.91|819424|USD|130|0.986|0.41448203524750943|2015-11-21|1|2015-11-21|1
131|2012-07-11|58.02|58.48|56.84|57.43|450073|USD|131|0.979|0.4093018572197256|2015-11-23|1|2015-11-23|1
132|2012-07-12|56.82|58.01|56.06|57.39|307740|USD|132|1.023|0.43635883771442185|2015-11-27|1|2015-11-27|1
133|2012-07-13|58.11|58.13|56.2|57.23|516749|USD|133|0.989|0.43303237049612536|2015-12-04|1|2015-12-04|1
134|2012-07-16|57.48|57.97|56.66|56.75|281869|USD|134|0.987|0.4492331766092452|2015-12-07|1|2015-12-07|1
135|2012-07-17|56.73|57.81|52.81|54.05|1667054|USD|135|0.937|0.4588707313228333|2015-12-11|1|2015-12-11|1
136|2012-07-18|53.14|56.61|53.11|55.3|954583|USD|136|1.043|0.4867364976248966|2015-12-18|1|2015-12-18|1
137|2012-07-19|55.42|56.38|55.35|55.44|301805|USD|137|0.998|0.4607916077543275|2015-12-23|1|2015-12-23|1
138|2012-07-20|55.32|55.37|54.5|54.9|343424|USD|138|0.981|0.4602336840166175|2015-12-29|1|2015-12-29|1
139|2012-07-23|54.26|54.26|53.0|53.9|706951|USD|139|1.003|0.47461160244762896|2015-12-31|1|2015-12-31|1
140|2012-07-24|54.44|54.79|53.0|53.39|328556|USD|140|0.981|0.4717775142463497|2016-01-04|2|2016-01-04|2
141|2012-07-25|53.38|53.96|52.01|52.66|532702|USD|141|1.005|0.4665865447681186|2016-01-13|1|2016-01-13|1
142|2012-07-26|53.65|53.99|52.99|53.08|270256|USD|142|1.003|0.4660180556398398|2016-01-19|1|2016-01-19|1
143|2012-07-27|53.79|53.8|51.59|53.44|579204|USD|143|1.003|0.4632121141166668|2016-01-26|1|2016-01-26|1
144|2012-07-30|53.97|54.12|51.86|53.13|722050|USD|144|0.982|0.4498432154375358|2016-01-29|1|2016-01-29|1
145|2012-07-31|53.01|54.0|52.2|52.81|406901|USD|145|0.995|0.4594635142278412|2016-02-05|1|2016-02-05|1
146|2012-08-01|52.74|53.55|52.26|53.1|273200|USD|146|1.009|0.4656156176682149|2016-02-09|1|2016-02-09|1
147|2012-08-02|53.23|54.29|51.88|51.96|475408|USD|147|0.975|0.4731612727629409|2016-02-10|4|2016-02-10|4
148|2012-08-03|51.89|53.48|50.72|53.17|510769|USD|148|1.043|0.4983507048183522|2016-02-11|1|2016-02-11|1
149|2012-08-06|54.12|55.63|54.02|55.16|632252|USD|149|1.019|0.4647068413999649|2016-02-12|1|2016-02-12|1
150|2012-08-07|55.17|57.09|55.07|56.38|644832|USD|150|1.009|0.4591281106216158|2016-02-16|2|2016-02-16|2
151|2012-08-08|55.66|56.08|54.31|54.78|306338|USD|151|0.989|0.4531185158346348|2016-02-19|1|2016-02-19|1
152|2012-08-09|55.02|55.64|53.85|54.18|557747|USD|152|0.989|0.4624403100869927|2016-02-22|3|2016-02-22|3
153|2012-08-10|54.39|55.03|53.8|54.99|302407|USD|153|1.017|0.4559244345481442|2016-02-23|4|2016-02-23|4
154|2012-08-13|55.34|55.81|54.71|55.42|819974|USD|154|1.005|0.4571907951266941|2016-02-24|2|2016-02-24|2
155|2012-08-14|55.6|56.45|55.51|56.03|852438|USD|155|1.014|0.4669257013873988|2016-02-25|6|2016-02-25|6
156|2012-08-15|56.37|58.2|56.13|58.18|1906029|USD|156|0.94|0.4693359118189927|2016-02-26|2|2016-02-26|2
157|2012-08-16|53.0|53.75|49.42|49.56|5660196|USD|157|0.93|0.5200051338760159|2016-02-29|1|2016-02-29|1
158|2012-08-17|49.31|49.38|47.51|48.2|1831850|USD|158|0.979|0.5976312595621714|2016-03-03|2|2016-03-03|2
159|2012-08-20|48.25|49.33|47.6|48.84|1094921|USD|159|1.016|0.6245347856828737|2016-03-04|1|2016-03-04|1
160|2012-08-21|49.04|49.3|48.12|48.5|553361|USD|160|0.974|0.6102703942901024|2016-03-08|1|2016-03-08|1
161|2012-08-22|47.78|49.0|47.59|48.78|368637|USD|161|1.031|0.6126278562847758|2016-03-14|1|2016-03-14|1
162|2012-08-23|49.26|50.89|48.93|50.79|1143249|USD|162|1.017|0.5867724612420051|2016-03-15|1|2016-03-15|1
163|2012-08-24|50.11|51.99|50.1|51.82|829228|USD|163|1.021|0.5576351213199663|2016-03-17|1|2016-03-17|1
164|2012-08-27|51.14|51.98|50.53|51.26|581010|USD|164|1.007|0.5278101192257839|2016-03-23|1|2016-03-23|1
165|2012-08-28|51.48|51.79|51.02|51.37|433379|USD|165|0.997|0.5091506082748817|2016-03-28|1|2016-03-28|1
166|2012-08-29|51.32|51.55|51.05|51.37|352010|USD|166|0.998|0.5238174595585554|2016-03-29|1|2016-03-29|1
167|2012-08-30|51.24|51.77|50.6|50.81|537691|USD|167|0.997|0.5196479030287628|2016-03-31|1|2016-03-31|1
168|2012-08-31|51.11|52.1|50.75|52.07|611621|USD|168|1.007|0.5269894278196027|2016-04-04|1|2016-04-04|1
169|2012-09-04|51.48|52.61|50.55|50.84|1031589|USD|169|0.998|0.518015054565759|2016-04-06|1|2016-04-06|1
170|2012-09-05|51.37|51.5|48.66|49.3|1226932|USD|170|0.971|0.5163630703026293|2016-04-18|1|2016-04-18|1
171|2012-09-06|49.88|50.31|49.36|49.69|706526|USD|171|1.004|0.5563038846451438|2016-04-19|1|2016-04-19|1
172|2012-09-07|50.1|50.55|49.67|50.11|810081|USD|172|0.998|0.5384896467257014|2016-04-20|1|2016-04-20|1
